class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,7.56,x,,w,f,x,c,w,9.05,10.97,r,i,w,,,f,f,,d,u
p,10.48,f,,w,f,x,c,w,10.24,11.25,r,i,w,,,f,f,,d,a
p,9.48,x,,n,f,x,c,w,9.46,9.86,r,i,w,,,f,f,,h,a
p,10.19,f,,n,f,x,c,w,9.91,10.81,r,i,w,,,f,f,,h,u
p,9.25,f,,w,f,x,c,w,9.74,12.74,r,i,w,,,f,f,,d,a
p,10.4,x,,n,f,x,c,w,10.4,12.44,r,i,w,,,f,f,,h,u
p,11.33,x,,n,f,x,c,w,11.29,14.21,r,i,w,,,f,f,,d,a
p,7.54,x,,n,f,x,c,w,10.47,11.32,r,i,w,,,f,f,,d,a
p,9.04,f,,n,f,x,c,w,9.38,10.48,r,i,w,,,f,f,,d,a
p,9.96,f,,n,f,x,c,w,10.54,12.59,r,i,w,,,f,f,,d,u
p,9.42,f,,w,f,x,c,w,10.2,11.53,r,i,w,,,f,f,,d,a
p,8.87,f,,w,f,x,c,w,10.58,11.9,r,i,w,,,f,f,,h,a
p,10.03,f,,n,f,x,c,w,10.31,12.05,r,i,w,,,f,f,,d,a
p,10.32,f,,n,f,x,c,w,10.11,12.86,r,i,w,,,f,f,,h,u
p,8.56,x,,n,f,x,c,w,10.19,11.07,r,i,w,,,f,f,,d,a
p,7.99,x,,n,f,x,c,w,9.08,9.04,r,i,w,,,f,f,,d,u
p,9.15,x,,n,f,x,c,w,8.88,10.17,r,i,w,,,f,f,,d,a
p,9.28,f,,w,f,x,c,w,10.88,12.08,r,i,w,,,f,f,,h,u
p,8.05,x,,w,f,x,c,w,10.39,11.7,r,i,w,,,f,f,,d,u
p,6.39,f,,n,f,x,c,w,8.16,9.35,r,i,w,,,f,f,,h,u
p,10.74,f,,w,f,x,c,w,11.54,13.42,r,i,w,,,f,f,,d,u
p,8.75,f,,w,f,x,c,w,10.16,12.87,r,i,w,,,f,f,,h,u
p,9.1,f,,n,f,x,c,w,9.65,11.73,r,i,w,,,f,f,,d,u
p,8.62,x,,n,f,x,c,w,9.34,10.45,r,i,w,,,f,f,,d,a
p,10.54,f,,n,f,x,c,w,11.04,12.95,r,i,w,,,f,f,,h,a
p,10.1,x,,w,f,x,c,w,10.58,11.08,r,i,w,,,f,f,,h,u
p,8.3,x,,n,f,x,c,w,9.12,10.62,r,i,w,,,f,f,,d,u
p,8.82,f,,n,f,x,c,w,9.38,10.38,r,i,w,,,f,f,,h,a
p,8.21,f,,w,f,x,c,w,10.12,10.56,r,i,w,,,f,f,,d,u
p,9.37,x,,n,f,x,c,w,9.96,11.4,r,i,w,,,f,f,,h,a
p,10.02,x,,w,f,x,c,w,10.3,11.51,r,i,w,,,f,f,,d,u
p,9.21,f,,w,f,x,c,w,11.1,11.63,r,i,w,,,f,f,,d,u
p,10.28,x,,n,f,x,c,w,10.15,11.56,r,i,w,,,f,f,,d,u
p,8.61,f,,w,f,x,c,w,11.11,13.82,r,i,w,,,f,f,,d,a
p,9.21,x,,w,f,x,c,w,9.18,10.19,r,i,w,,,f,f,,h,u
p,8.8,x,,n,f,x,c,w,10.37,11.31,r,i,w,,,f,f,,d,u
p,8.03,x,,w,f,x,c,w,9.97,11.96,r,i,w,,,f,f,,h,a
p,9.9,f,,w,f,x,c,w,11.16,12.06,r,i,w,,,f,f,,h,a
p,10.25,x,,w,f,x,c,w,10.38,13.29,r,i,w,,,f,f,,h,u
p,9.85,x,,n,f,x,c,w,11.31,11.68,r,i,w,,,f,f,,d,a
p,9.53,f,,n,f,x,c,w,10.51,12.43,r,i,w,,,f,f,,h,u
p,9.36,x,,w,f,x,c,w,11.87,12.8,r,i,w,,,f,f,,d,u
p,10.31,x,,n,f,x,c,w,10.78,12.45,r,i,w,,,f,f,,d,u
p,10.03,f,,n,f,x,c,w,9.67,10.75,r,i,w,,,f,f,,h,a
p,8.15,f,,w,f,x,c,w,10.67,12.56,r,i,w,,,f,f,,d,u
p,7.22,f,,w,f,x,c,w,9.07,10.89,r,i,w,,,f,f,,h,a
p,9.89,x,,w,f,x,c,w,10.61,12.93,r,i,w,,,f,f,,d,u
p,10.2,f,,w,f,x,c,w,10.36,11.9,r,i,w,,,f,f,,h,u
p,8.46,f,,n,f,x,c,w,10.05,11.24,r,i,w,,,f,f,,d,a
p,9.3,x,,w,f,x,c,w,10.76,11.44,r,i,w,,,f,f,,d,u
p,8.06,x,,n,f,x,c,w,10.03,11.55,r,i,w,,,f,f,,d,u
p,8.32,x,,n,f,x,c,w,9.68,11.67,r,i,w,,,f,f,,d,u
p,9.61,f,,w,f,x,c,w,10.47,11.04,r,i,w,,,f,f,,h,u
p,9.68,x,,w,f,x,c,w,10.44,11.42,r,i,w,,,f,f,,h,a
p,9.19,f,,w,f,x,c,w,9.71,10.55,r,i,w,,,f,f,,h,u
p,9.57,f,,n,f,x,c,w,10.12,11.9,r,i,w,,,f,f,,h,u
p,9.01,f,,w,f,x,c,w,9.74,11.06,r,i,w,,,f,f,,d,u
p,9.24,f,,n,f,x,c,w,10.59,10.96,r,i,w,,,f,f,,h,a
p,7.31,x,,n,f,x,c,w,9.33,10.49,r,i,w,,,f,f,,h,a
p,9.12,f,,n,f,x,c,w,9.41,12.23,r,i,w,,,f,f,,d,a
p,8.0,x,,w,f,x,c,w,9.66,12.77,r,i,w,,,f,f,,h,a
p,9.83,f,,n,f,x,c,w,10.38,12.22,r,i,w,,,f,f,,h,a
p,7.9,x,,n,f,x,c,w,10.07,12.52,r,i,w,,,f,f,,h,a
p,9.48,x,,n,f,x,c,w,9.84,11.04,r,i,w,,,f,f,,h,a
p,9.15,f,,n,f,x,c,w,9.46,10.02,r,i,w,,,f,f,,d,a
p,7.72,f,,n,f,x,c,w,9.27,10.89,r,i,w,,,f,f,,d,u
p,9.37,f,,n,f,x,c,w,10.37,11.85,r,i,w,,,f,f,,d,u
p,8.46,x,,n,f,x,c,w,10.48,11.1,r,i,w,,,f,f,,h,u
p,8.71,f,,n,f,x,c,w,9.75,10.85,r,i,w,,,f,f,,h,a
p,7.48,f,,w,f,x,c,w,9.39,11.83,r,i,w,,,f,f,,h,u
p,7.88,x,,n,f,x,c,w,9.42,11.39,r,i,w,,,f,f,,d,u
p,9.74,x,,n,f,x,c,w,10.08,10.98,r,i,w,,,f,f,,d,u
p,8.6,f,,w,f,x,c,w,9.82,11.1,r,i,w,,,f,f,,h,u
p,8.93,x,,w,f,x,c,w,9.58,11.59,r,i,w,,,f,f,,h,u
p,8.49,x,,w,f,x,c,w,10.64,12.45,r,i,w,,,f,f,,h,a
p,9.78,f,,n,f,x,c,w,11.0,14.14,r,i,w,,,f,f,,h,a
p,8.45,x,,n,f,x,c,w,9.06,9.7,r,i,w,,,f,f,,h,u
p,8.74,x,,n,f,x,c,w,9.61,10.87,r,i,w,,,f,f,,d,u
p,7.17,x,,w,f,x,c,w,8.09,9.48,r,i,w,,,f,f,,h,u
p,9.91,x,,n,f,x,c,w,10.46,11.93,r,i,w,,,f,f,,d,u
p,9.19,f,,n,f,x,c,w,9.26,12.5,r,i,w,,,f,f,,h,a
p,9.52,f,,w,f,x,c,w,9.64,10.34,r,i,w,,,f,f,,d,u
p,6.85,x,,w,f,x,c,w,9.58,11.34,r,i,w,,,f,f,,d,u
p,9.93,x,,w,f,x,c,w,10.79,11.32,r,i,w,,,f,f,,d,u
p,8.59,f,,w,f,x,c,w,8.88,11.1,r,i,w,,,f,f,,d,a
p,9.26,f,,n,f,x,c,w,9.39,11.56,r,i,w,,,f,f,,d,u
p,8.37,x,,n,f,x,c,w,10.34,11.17,r,i,w,,,f,f,,h,a
p,9.4,x,,w,f,x,c,w,9.52,11.38,r,i,w,,,f,f,,h,u
p,9.28,f,,w,f,x,c,w,9.96,11.19,r,i,w,,,f,f,,h,a
p,9.49,x,,n,f,x,c,w,10.59,12.18,r,i,w,,,f,f,,h,a
p,8.27,f,,n,f,x,c,w,9.05,10.53,r,i,w,,,f,f,,h,a
p,9.71,f,,w,f,x,c,w,9.88,11.7,r,i,w,,,f,f,,h,u
p,9.29,x,,w,f,x,c,w,10.46,11.41,r,i,w,,,f,f,,h,u
p,10.39,f,,n,f,x,c,w,10.9,13.48,r,i,w,,,f,f,,d,u
p,8.12,x,,w,f,x,c,w,10.0,11.6,r,i,w,,,f,f,,h,u
p,9.93,x,,w,f,x,c,w,11.19,14.24,r,i,w,,,f,f,,d,a
p,10.04,f,,n,f,x,c,w,10.36,11.12,r,i,w,,,f,f,,h,a
p,9.2,x,,w,f,x,c,w,9.71,11.89,r,i,w,,,f,f,,h,a
p,9.0,x,,w,f,x,c,w,10.41,12.5,r,i,w,,,f,f,,d,u
p,9.57,f,,n,f,x,c,w,9.77,11.13,r,i,w,,,f,f,,d,u
p,7.88,f,,n,f,x,c,w,10.13,11.0,r,i,w,,,f,f,,d,a
p,8.88,f,,w,f,x,c,w,10.51,10.71,r,i,w,,,f,f,,h,u
p,8.6,x,,n,f,x,c,w,8.85,11.45,r,i,w,,,f,f,,d,u
p,7.73,f,,w,f,x,c,w,9.35,11.81,r,i,w,,,f,f,,d,a
p,9.81,f,,w,f,x,c,w,10.22,12.22,r,i,w,,,f,f,,h,u
p,9.9,x,,n,f,x,c,w,10.8,13.26,r,i,w,,,f,f,,h,u
p,9.55,x,,w,f,x,c,w,11.09,12.14,r,i,w,,,f,f,,d,u
p,9.21,f,,w,f,x,c,w,10.15,10.96,r,i,w,,,f,f,,h,u
p,7.93,x,,n,f,x,c,w,9.81,11.18,r,i,w,,,f,f,,h,u
p,8.23,f,,w,f,x,c,w,10.58,12.15,r,i,w,,,f,f,,d,u
p,9.89,f,,w,f,x,c,w,9.5,11.92,r,i,w,,,f,f,,d,a
p,9.44,x,,w,f,x,c,w,9.83,10.43,r,i,w,,,f,f,,h,a
p,8.95,x,,w,f,x,c,w,10.26,12.97,r,i,w,,,f,f,,d,a
p,9.06,f,,n,f,x,c,w,10.57,14.23,r,i,w,,,f,f,,h,a
p,9.3,f,,w,f,x,c,w,9.93,11.34,r,i,w,,,f,f,,h,u
p,9.29,x,,n,f,x,c,w,9.79,11.39,r,i,w,,,f,f,,d,u
p,9.93,f,,n,f,x,c,w,10.35,12.13,r,i,w,,,f,f,,h,u
p,9.92,x,,w,f,x,c,w,10.56,14.72,r,i,w,,,f,f,,h,u
p,10.03,f,,w,f,x,c,w,10.7,13.2,r,i,w,,,f,f,,h,a
p,7.97,f,,w,f,x,c,w,9.46,10.84,r,i,w,,,f,f,,h,u
p,7.83,x,,w,f,x,c,w,9.5,10.78,r,i,w,,,f,f,,h,u
p,8.74,f,,w,f,x,c,w,10.62,13.09,r,i,w,,,f,f,,h,a
p,7.81,x,,w,f,x,c,w,8.87,10.25,r,i,w,,,f,f,,d,a
p,8.27,f,,n,f,x,c,w,10.15,11.61,r,i,w,,,f,f,,d,u
p,9.49,x,,w,f,x,c,w,10.5,9.87,r,i,w,,,f,f,,d,u
p,9.31,x,,n,f,x,c,w,11.08,13.84,r,i,w,,,f,f,,d,u
p,10.32,f,,w,f,x,c,w,9.73,10.98,r,i,w,,,f,f,,d,a
p,9.95,x,,n,f,x,c,w,10.21,11.49,r,i,w,,,f,f,,h,u
p,10.41,x,,w,f,x,c,w,10.33,11.69,r,i,w,,,f,f,,d,u
p,8.52,f,,n,f,x,c,w,10.16,11.12,r,i,w,,,f,f,,d,a
p,9.55,x,,n,f,x,c,w,10.1,13.1,r,i,w,,,f,f,,h,a
p,10.74,x,,n,f,x,c,w,10.42,11.64,r,i,w,,,f,f,,h,a
p,9.76,x,,w,f,x,c,w,9.65,12.26,r,i,w,,,f,f,,h,u
p,8.0,x,,n,f,x,c,w,10.2,11.24,r,i,w,,,f,f,,h,u
p,8.35,x,,n,f,x,c,w,9.82,10.69,r,i,w,,,f,f,,h,u
p,8.99,x,,w,f,x,c,w,10.03,11.22,r,i,w,,,f,f,,h,u
p,8.66,x,,n,f,x,c,w,10.59,11.26,r,i,w,,,f,f,,d,u
p,9.15,x,,n,f,x,c,w,10.63,11.86,r,i,w,,,f,f,,h,a
p,7.38,x,,w,f,x,c,w,9.54,9.3,r,i,w,,,f,f,,h,a
p,9.12,x,,w,f,x,c,w,9.22,10.53,r,i,w,,,f,f,,h,u
p,10.57,x,,w,f,x,c,w,11.15,11.58,r,i,w,,,f,f,,d,u
p,9.63,f,,w,f,x,c,w,9.53,11.66,r,i,w,,,f,f,,d,u
p,9.49,x,,n,f,x,c,w,8.92,10.79,r,i,w,,,f,f,,h,u
p,10.02,x,,n,f,x,c,w,9.74,12.68,r,i,w,,,f,f,,h,u
p,7.13,f,,n,f,x,c,w,10.12,11.05,r,i,w,,,f,f,,d,a
p,10.36,x,,n,f,x,c,w,11.19,12.68,r,i,w,,,f,f,,h,u
p,8.48,f,,w,f,x,c,w,9.33,11.04,r,i,w,,,f,f,,d,a
p,7.24,x,,n,f,x,c,w,8.38,9.02,r,i,w,,,f,f,,d,a
p,12.41,f,,w,f,x,c,w,11.12,15.28,r,i,w,,,f,f,,d,u
p,10.16,x,,w,f,x,c,w,10.5,12.22,r,i,w,,,f,f,,h,u
p,8.76,f,,n,f,x,c,w,10.92,12.91,r,i,w,,,f,f,,d,a
p,7.29,x,,n,f,x,c,w,9.5,10.2,r,i,w,,,f,f,,h,a
p,8.15,x,,w,f,x,c,w,9.4,11.07,r,i,w,,,f,f,,h,a
p,9.71,f,,w,f,x,c,w,10.26,11.68,r,i,w,,,f,f,,d,u
p,9.76,f,,w,f,x,c,w,10.12,11.79,r,i,w,,,f,f,,h,u
p,11.49,x,,n,f,x,c,w,10.34,11.88,r,i,w,,,f,f,,h,u
p,8.82,x,,w,f,x,c,w,10.74,12.06,r,i,w,,,f,f,,h,u
p,9.5,f,,w,f,x,c,w,9.39,10.11,r,i,w,,,f,f,,h,a
p,8.84,f,,w,f,x,c,w,8.96,12.32,r,i,w,,,f,f,,d,a
p,9.73,f,,w,f,x,c,w,10.42,11.0,r,i,w,,,f,f,,h,a
p,8.66,f,,w,f,x,c,w,10.09,9.92,r,i,w,,,f,f,,d,a
p,9.45,f,,n,f,x,c,w,10.19,12.26,r,i,w,,,f,f,,d,a
p,8.06,f,,w,f,x,c,w,8.62,10.57,r,i,w,,,f,f,,d,a
p,8.58,f,,n,f,x,c,w,9.31,10.68,r,i,w,,,f,f,,d,u
p,9.9,f,,n,f,x,c,w,10.27,11.62,r,i,w,,,f,f,,h,a
p,8.84,f,,n,f,x,c,w,10.39,12.56,r,i,w,,,f,f,,h,u
p,10.01,f,,w,f,x,c,w,10.36,10.91,r,i,w,,,f,f,,h,u
p,9.31,f,,w,f,x,c,w,10.77,11.65,r,i,w,,,f,f,,h,u
p,9.18,f,,w,f,x,c,w,11.13,13.15,r,i,w,,,f,f,,d,u
p,9.36,f,,w,f,x,c,w,10.38,11.11,r,i,w,,,f,f,,h,u
p,9.54,f,,w,f,x,c,w,9.72,11.95,r,i,w,,,f,f,,h,a
p,8.88,f,,w,f,x,c,w,9.69,10.66,r,i,w,,,f,f,,d,a
p,9.44,f,,w,f,x,c,w,9.81,11.44,r,i,w,,,f,f,,d,a
p,8.88,f,,n,f,x,c,w,10.16,12.29,r,i,w,,,f,f,,h,u
p,7.67,x,,w,f,x,c,w,9.02,10.13,r,i,w,,,f,f,,d,u
p,8.74,f,,w,f,x,c,w,8.98,9.63,r,i,w,,,f,f,,h,u
p,8.16,f,,w,f,x,c,w,9.91,11.74,r,i,w,,,f,f,,d,u
p,7.19,f,,n,f,x,c,w,8.69,9.15,r,i,w,,,f,f,,d,a
p,8.22,f,,n,f,x,c,w,9.84,11.68,r,i,w,,,f,f,,h,u
p,9.22,f,,w,f,x,c,w,10.04,12.7,r,i,w,,,f,f,,d,a
p,7.16,x,,n,f,x,c,w,8.84,10.94,r,i,w,,,f,f,,h,a
p,7.7,x,,n,f,x,c,w,9.38,10.32,r,i,w,,,f,f,,d,u
p,8.35,f,,n,f,x,c,w,9.58,10.51,r,i,w,,,f,f,,h,a
p,8.64,x,,n,f,x,c,w,9.71,12.08,r,i,w,,,f,f,,h,a
p,8.69,f,,w,f,x,c,w,9.67,10.88,r,i,w,,,f,f,,d,a
p,10.42,x,,n,f,x,c,w,10.03,10.34,r,i,w,,,f,f,,h,a
p,10.24,x,,w,f,x,c,w,10.1,10.98,r,i,w,,,f,f,,h,u
p,7.97,x,,w,f,x,c,w,9.59,12.91,r,i,w,,,f,f,,d,a
p,7.13,f,,w,f,x,c,w,9.8,10.39,r,i,w,,,f,f,,h,a
p,8.19,f,,n,f,x,c,w,9.91,8.49,r,i,w,,,f,f,,h,a
p,6.83,f,,n,f,x,c,w,8.66,8.87,r,i,w,,,f,f,,h,u
p,8.22,f,,n,f,x,c,w,10.01,13.35,r,i,w,,,f,f,,d,a
p,8.33,x,,n,f,x,c,w,10.09,10.8,r,i,w,,,f,f,,h,u
p,8.79,x,,w,f,x,c,w,9.94,13.27,r,i,w,,,f,f,,h,a
p,9.88,f,,w,f,x,c,w,9.79,11.69,r,i,w,,,f,f,,d,a
p,8.57,x,,n,f,x,c,w,10.29,11.98,r,i,w,,,f,f,,h,a
p,9.21,f,,n,f,x,c,w,10.59,12.33,r,i,w,,,f,f,,h,a
p,8.94,f,,n,f,x,c,w,9.86,11.5,r,i,w,,,f,f,,h,a
p,8.47,x,,w,f,x,c,w,10.61,11.46,r,i,w,,,f,f,,h,a
p,8.91,x,,n,f,x,c,w,10.35,11.37,r,i,w,,,f,f,,h,u
p,8.93,x,,n,f,x,c,w,9.42,11.36,r,i,w,,,f,f,,h,a
p,8.76,x,,n,f,x,c,w,10.33,12.31,r,i,w,,,f,f,,h,u
p,7.06,x,,w,f,x,c,w,9.2,10.46,r,i,w,,,f,f,,h,u
p,8.01,f,,n,f,x,c,w,9.69,11.65,r,i,w,,,f,f,,h,a
p,9.35,x,,n,f,x,c,w,9.41,9.77,r,i,w,,,f,f,,h,u
p,6.82,x,,n,f,x,c,w,9.75,11.35,r,i,w,,,f,f,,h,a
p,8.02,f,,w,f,x,c,w,9.55,10.12,r,i,w,,,f,f,,d,a
p,9.76,f,,n,f,x,c,w,10.24,12.66,r,i,w,,,f,f,,h,a
p,9.71,x,,n,f,x,c,w,9.74,11.42,r,i,w,,,f,f,,d,a
p,7.7,f,,w,f,x,c,w,9.83,11.17,r,i,w,,,f,f,,h,u
p,8.29,f,,w,f,x,c,w,9.45,10.68,r,i,w,,,f,f,,h,u
p,9.57,x,,n,f,x,c,w,10.52,13.36,r,i,w,,,f,f,,h,a
p,9.07,x,,n,f,x,c,w,10.01,11.75,r,i,w,,,f,f,,h,u
p,9.64,f,,n,f,x,c,w,9.93,10.22,r,i,w,,,f,f,,d,a
p,8.99,f,,n,f,x,c,w,10.67,12.9,r,i,w,,,f,f,,d,u
p,10.08,f,,n,f,x,c,w,10.4,11.7,r,i,w,,,f,f,,h,a
p,9.16,x,,w,f,x,c,w,9.22,10.13,r,i,w,,,f,f,,d,a
p,8.53,x,,n,f,x,c,w,9.26,10.17,r,i,w,,,f,f,,h,a
p,8.36,x,,n,f,x,c,w,10.41,12.89,r,i,w,,,f,f,,d,a
p,9.42,x,,n,f,x,c,w,10.19,11.54,r,i,w,,,f,f,,d,u
p,8.23,x,,n,f,x,c,w,9.76,11.37,r,i,w,,,f,f,,d,a
p,8.23,x,,w,f,x,c,w,10.4,11.16,r,i,w,,,f,f,,h,u
p,8.1,f,,w,f,x,c,w,10.9,13.03,r,i,w,,,f,f,,h,a
p,10.48,f,,w,f,x,c,w,9.91,12.75,r,i,w,,,f,f,,d,a
p,9.33,f,,w,f,x,c,w,9.58,11.56,r,i,w,,,f,f,,d,a
p,9.5,f,,w,f,x,c,w,10.57,12.32,r,i,w,,,f,f,,d,u
p,8.4,f,,w,f,x,c,w,10.07,11.41,r,i,w,,,f,f,,h,a
p,8.68,x,,n,f,x,c,w,10.59,11.48,r,i,w,,,f,f,,d,u
p,7.75,x,,w,f,x,c,w,10.0,10.43,r,i,w,,,f,f,,h,a
p,8.84,x,,w,f,x,c,w,9.93,10.32,r,i,w,,,f,f,,d,a
p,10.69,x,,w,f,x,c,w,10.88,12.65,r,i,w,,,f,f,,d,a
p,9.29,x,,n,f,x,c,w,10.51,11.16,r,i,w,,,f,f,,h,a
p,9.39,x,,w,f,x,c,w,10.81,12.52,r,i,w,,,f,f,,h,a
p,8.98,x,,n,f,x,c,w,9.58,10.62,r,i,w,,,f,f,,h,a
p,10.5,f,,n,f,x,c,w,10.73,11.9,r,i,w,,,f,f,,d,u
p,8.72,x,,w,f,x,c,w,10.16,11.77,r,i,w,,,f,f,,d,a
p,10.15,f,,n,f,x,c,w,10.63,12.04,r,i,w,,,f,f,,h,a
p,9.0,x,,n,f,x,c,w,9.63,10.55,r,i,w,,,f,f,,d,u
p,10.3,x,,w,f,x,c,w,10.29,11.96,r,i,w,,,f,f,,d,u
p,8.3,f,,n,f,x,c,w,10.36,11.1,r,i,w,,,f,f,,h,a
p,8.49,f,,n,f,x,c,w,10.11,11.53,r,i,w,,,f,f,,d,u
p,9.17,x,,w,f,x,c,w,10.53,11.73,r,i,w,,,f,f,,h,u
p,9.01,x,,w,f,x,c,w,9.78,10.94,r,i,w,,,f,f,,h,u
p,10.59,f,,w,f,x,c,w,11.08,13.15,r,i,w,,,f,f,,h,u
p,11.15,f,,w,f,x,c,w,9.71,11.62,r,i,w,,,f,f,,d,a
p,9.9,x,,w,f,x,c,w,10.67,12.73,r,i,w,,,f,f,,d,u
p,8.42,f,,n,f,x,c,w,9.96,12.19,r,i,w,,,f,f,,d,u
p,8.56,f,,n,f,x,c,w,9.75,10.64,r,i,w,,,f,f,,d,a
p,10.81,x,,w,f,x,c,w,10.65,13.87,r,i,w,,,f,f,,d,a
p,8.98,f,,w,f,x,c,w,8.84,9.93,r,i,w,,,f,f,,d,a
p,9.01,x,,n,f,x,c,w,9.99,11.25,r,i,w,,,f,f,,h,u
p,9.55,f,,n,f,x,c,w,10.73,12.11,r,i,w,,,f,f,,h,a
p,8.16,f,,n,f,x,c,w,9.82,11.49,r,i,w,,,f,f,,h,a
p,7.49,x,,w,f,x,c,w,10.12,10.45,r,i,w,,,f,f,,h,u
p,10.73,f,,n,f,x,c,w,11.66,14.55,r,i,w,,,f,f,,d,a
p,10.15,f,,n,f,x,c,w,10.28,11.96,r,i,w,,,f,f,,d,a
p,10.42,f,,n,f,x,c,w,10.9,12.0,r,i,w,,,f,f,,h,u
p,8.25,f,,n,f,x,c,w,9.05,10.8,r,i,w,,,f,f,,h,u
p,8.51,x,,n,f,x,c,w,9.48,11.95,r,i,w,,,f,f,,h,u
p,6.81,f,,n,f,x,c,w,9.24,10.28,r,i,w,,,f,f,,h,u
p,9.46,f,,w,f,x,c,w,9.49,10.22,r,i,w,,,f,f,,h,a
p,9.15,f,,n,f,x,c,w,10.02,11.9,r,i,w,,,f,f,,h,u
p,8.88,f,,n,f,x,c,w,10.02,9.0,r,i,w,,,f,f,,d,a
p,8.08,x,,n,f,x,c,w,9.78,11.54,r,i,w,,,f,f,,h,a
p,8.76,f,,w,f,x,c,w,11.25,13.4,r,i,w,,,f,f,,h,u
p,8.41,f,,n,f,x,c,w,9.14,8.77,r,i,w,,,f,f,,h,u
p,8.08,x,,w,f,x,c,w,10.94,11.91,r,i,w,,,f,f,,d,a
p,10.11,f,,n,f,x,c,w,9.9,13.11,r,i,w,,,f,f,,d,a
p,10.08,x,,w,f,x,c,w,11.74,13.37,r,i,w,,,f,f,,h,a
p,9.31,f,,w,f,x,c,w,9.21,11.24,r,i,w,,,f,f,,h,u
p,7.87,f,,n,f,x,c,w,9.69,11.15,r,i,w,,,f,f,,d,u
p,10.01,x,,n,f,x,c,w,9.79,12.02,r,i,w,,,f,f,,d,a
p,8.78,x,,w,f,x,c,w,8.83,10.0,r,i,w,,,f,f,,h,a
p,10.45,x,,n,f,x,c,w,10.99,14.28,r,i,w,,,f,f,,d,u
p,7.89,x,,n,f,x,c,w,9.59,11.94,r,i,w,,,f,f,,d,u
p,9.35,f,,w,f,x,c,w,10.3,13.07,r,i,w,,,f,f,,h,a
p,10.36,x,,w,f,x,c,w,10.53,12.4,r,i,w,,,f,f,,h,a
p,8.53,x,,w,f,x,c,w,10.29,11.84,r,i,w,,,f,f,,h,a
p,9.21,f,,n,f,x,c,w,10.45,13.16,r,i,w,,,f,f,,h,a
p,8.74,f,,n,f,x,c,w,9.4,11.27,r,i,w,,,f,f,,d,u
p,10.27,f,,n,f,x,c,w,10.6,14.02,r,i,w,,,f,f,,h,u
p,11.01,f,,n,f,x,c,w,10.52,12.2,r,i,w,,,f,f,,h,a
p,8.4,f,,w,f,x,c,w,10.45,12.5,r,i,w,,,f,f,,h,a
p,9.19,x,,n,f,x,c,w,10.1,9.14,r,i,w,,,f,f,,d,a
p,9.03,x,,n,f,x,c,w,10.73,12.63,r,i,w,,,f,f,,d,a
p,9.46,f,,w,f,x,c,w,9.31,9.5,r,i,w,,,f,f,,h,u
p,10.55,x,,w,f,x,c,w,10.67,12.15,r,i,w,,,f,f,,d,u
p,10.13,x,,n,f,x,c,w,10.79,12.81,r,i,w,,,f,f,,d,a
p,9.71,f,,w,f,x,c,w,10.51,11.47,r,i,w,,,f,f,,d,a
p,10.87,x,,n,f,x,c,w,10.7,13.09,r,i,w,,,f,f,,h,a
p,9.67,x,,w,f,x,c,w,10.64,12.5,r,i,w,,,f,f,,h,a
p,7.92,x,,n,f,x,c,w,9.15,11.04,r,i,w,,,f,f,,h,u
p,9.22,f,,w,f,x,c,w,9.6,11.01,r,i,w,,,f,f,,d,a
p,7.56,f,,w,f,x,c,w,9.88,12.12,r,i,w,,,f,f,,d,a
p,8.46,f,,w,f,x,c,w,10.16,12.8,r,i,w,,,f,f,,d,a
p,8.73,x,,w,f,x,c,w,9.47,12.59,r,i,w,,,f,f,,h,a
p,8.18,x,,w,f,x,c,w,10.0,12.53,r,i,w,,,f,f,,d,u
p,9.9,f,,w,f,x,c,w,9.86,11.23,r,i,w,,,f,f,,h,a
p,9.36,f,,w,f,x,c,w,9.94,11.51,r,i,w,,,f,f,,h,u
p,9.97,f,,w,f,x,c,w,10.61,12.38,r,i,w,,,f,f,,d,a
p,8.06,f,,w,f,x,c,w,10.03,10.08,r,i,w,,,f,f,,h,u
p,8.15,f,,w,f,x,c,w,10.21,11.18,r,i,w,,,f,f,,d,a
p,8.46,x,,w,f,x,c,w,10.54,11.62,r,i,w,,,f,f,,d,u
p,9.34,f,,n,f,x,c,w,9.64,9.96,r,i,w,,,f,f,,h,a
p,8.71,x,,w,f,x,c,w,10.31,11.01,r,i,w,,,f,f,,h,a
p,9.1,x,,w,f,x,c,w,10.55,11.87,r,i,w,,,f,f,,h,u
p,9.55,f,,n,f,x,c,w,10.79,12.4,r,i,w,,,f,f,,d,u
p,7.68,x,,w,f,x,c,w,9.44,9.27,r,i,w,,,f,f,,h,u
p,8.88,f,,w,f,x,c,w,9.77,9.74,r,i,w,,,f,f,,d,a
p,10.49,x,,n,f,x,c,w,10.07,11.59,r,i,w,,,f,f,,d,a
p,8.88,f,,n,f,x,c,w,10.74,11.81,r,i,w,,,f,f,,h,a
p,8.87,f,,w,f,x,c,w,10.56,11.48,r,i,w,,,f,f,,h,u
p,7.98,f,,n,f,x,c,w,9.29,10.03,r,i,w,,,f,f,,d,u
p,9.98,x,,w,f,x,c,w,10.81,12.36,r,i,w,,,f,f,,d,a
p,9.38,x,,n,f,x,c,w,9.04,11.77,r,i,w,,,f,f,,h,a
